"SERIES","Series","TIME","Time period","Value","Flag Codes","Flags"
"BEL-IMP-VAL-TOTAL","IMP-Total","2009-08","Aug-2009",116.808053199113,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2009-09","Sep-2009",116.378060365661,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2009-Q4","Q4-2009",114.591423476275,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2009-10","Oct-2009",116.248062532291,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2009-11","Nov-2009",112.90811819803,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2009-12","Dec-2009",114.618089698505,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010","2010",126.620389660172,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-Q1","Q1-2010",121.597973367111,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-01","Jan-2010",121.257979033683,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-02","Feb-2010",121.597973367111,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-03","Mar-2010",121.937967700538,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-Q2","Q2-2010",126.031232812786,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-04","Apr-2010",123.647939201013,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-05","May-2010",126.207896535058,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-06","Jun-2010",128.237862702288,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-Q3","Q3-2010",127.507874868752,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-07","Jul-2010",127.727871202147,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-08","Aug-2010",126.517891368477,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-09","Sep-2010",128.277862035633,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-Q4","Q4-2010",131.34447759204,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-10","Oct-2010",128.587856869052,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-11","Nov-2010",130.41782636956,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2010-12","Dec-2010",135.027749537508,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011","2011",140.38349360844,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-Q1","Q1-2011",137.894368427193,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-01","Jan-2011",137.097715038083,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-02","Feb-2011",137.067715538074,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-03","Mar-2011",139.517674705422,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-Q2","Q2-2011",141.044315928068,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-04","Apr-2011",140.407659872335,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-05","May-2011",141.21764637256,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-06","Jun-2011",141.507641539308,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-Q3","Q3-2011",140.590990150164,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-07","Jul-2011",140.127664538924,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-08","Aug-2011",140.877652039133,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-09","Sep-2011",140.767653872435,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-Q4","Q4-2011",142.004299928335,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-10","Oct-2011",141.377643705938,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-11","Nov-2011",142.277628706188,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2011-12","Dec-2011",142.357627372877,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012","2012",146.016733054449,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-Q1","Q1-2012",146.347560873985,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-01","Jan-2012",143.627606206563,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-02","Feb-2012",147.387543540941,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-03","Mar-2012",148.027532874452,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-Q2","Q2-2012",145.30757820703,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-04","Apr-2012",147.197546707555,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-05","May-2012",145.397576707055,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-06","Jun-2012",143.32761120648,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-Q3","Q3-2012",146.454225762904,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-07","Jul-2012",145.757570707155,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-08","Aug-2012",147.777537041049,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-09","Sep-2012",145.827569540508,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-Q4","Q4-2012",145.957567373877,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-10","Oct-2012",145.467575540408,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-11","Nov-2012",145.867568873852,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2012-12","Dec-2012",146.537557707372,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013","2013",145.592573457109,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-Q1","Q1-2013",148.354194096765,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-01","Jan-2013",148.357527374544,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-02","Feb-2013",147.717538041033,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-03","Mar-2013",148.987516874719,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-Q2","Q2-2013",145.984233596107,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-04","Apr-2013",147.397543374277,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-05","May-2013",144.217596373394,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-06","Jun-2013",146.337561040649,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-Q3","Q3-2013",144.717588040199,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-07","Jul-2013",143.427609539841,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-08","Aug-2013",143.567607206547,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-09","Sep-2013",147.15754737421,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-Q4","Q4-2013",143.314278095365,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-10","Oct-2013",139.817669705505,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-11","Nov-2013",142.847619206347,,
"BEL-IMP-VAL-TOTAL","IMP-Total","2013-12","Dec-2013",147.277545374244,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993","1993",65.5647232391673,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-Q1","Q1-1993",66.6193104201956,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-01","Jan-1993",57.7673351182995,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-02","Feb-1993",65.1767662969237,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-03","Mar-1993",76.9138298453637,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-Q2","Q2-1993",66.1603191082455,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-04","Apr-1993",66.1603191082455,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-05","May-1993",61.1114146767936,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-06","Jun-1993",71.2092235396973,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-Q3","Q3-1993",61.264411780777,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-07","Jul-1993",55.9313698704989,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-08","Aug-1993",59.4721599912573,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-09","Sep-1993",68.3897054805748,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-Q4","Q4-1993",68.214851647451,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-10","Oct-1993",68.0618545434676,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-11","Nov-1993",66.7504507950385,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1993-12","Dec-1993",69.8322496038468,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994","1994",70.6464127643298,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-Q1","Q1-1994",70.5972351237637,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-01","Jan-1994",65.8980383585596,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-02","Feb-1994",67.3405824818316,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-03","Mar-1994",78.5530845309,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-Q2","Q2-1994",71.5152177476641,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-04","Apr-1994",69.5043986667395,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-05","May-1994",68.6519862302606,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-06","Jun-1994",76.389268345992,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-Q3","Q3-1994",66.138462379105,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-07","Jul-1994",59.0131686793071,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-08","Aug-1994",63.6030817988088,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-09","Sep-1994",75.799136659199,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-Q4","Q4-1994",74.3347358067865,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-10","Oct-1994",72.3894869132834,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-11","Nov-1994",75.4057155346703,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1994-12","Dec-1994",75.2090049724059,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995","1995",79.2846361051113,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-Q1","Q1-1995",82.3243905896874,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-01","Jan-1995",77.7576702721185,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-02","Feb-1995",78.9485535105203,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-03","Mar-1995",90.2669479864233,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-Q2","Q2-1995",81.0434405517425,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-04","Apr-1995",77.317343696575,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-05","May-1995",80.8199414565803,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-06","Jun-1995",84.9930365020724,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-Q3","Q3-1995",72.860705022892,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-07","Jul-1995",66.1290457089008,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-08","Aug-1995",71.613113058852,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-09","Sep-1995",80.8399563009232,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-Q4","Q4-1995",80.9100082561233,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-10","Oct-1995",83.3718341102985,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-11","Nov-1995",85.3633111224158,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1995-12","Dec-1995",73.9948795356556,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996","1996",81.1526882437808,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-Q1","Q1-1996",82.3343980118588,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-01","Jan-1996",78.7584124892629,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-02","Feb-1996",81.3803570981811,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-03","Mar-1996",86.8644244481324,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-Q2","Q2-1996",83.2050437407744,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-04","Apr-1996",80.8199414565803,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-05","May-1996",84.5226876600145,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-06","Jun-1996",84.2725021057284,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-Q3","Q3-1996",76.146475302516,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-07","Jul-1996",73.6946568705123,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-08","Aug-1996",70.9025860846795,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-09","Sep-1996",83.8421829523563,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-Q4","Q4-1996",82.924835919974,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-10","Oct-1996",89.1861463919073,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-11","Nov-1996",78.9885831992061,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1996-12","Dec-1996",80.5997781688085,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997","1997",84.7870503957101,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-Q1","Q1-1997",84.1957785357473,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-01","Jan-1997",81.7306168741817,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-02","Feb-1997",82.5912551809259,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-03","Mar-1997",88.2654635521345,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-Q2","Q2-1997",87.6183169183811,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-04","Apr-1997",89.2361835027645,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-05","May-1997",83.7621235749848,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-06","Jun-1997",89.8566436773941,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-Q3","Q3-1997",78.6449950379865,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-07","Jul-1997",77.6375812060612,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-08","Aug-1997",70.1620368439926,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-09","Sep-1997",88.1353670639057,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-Q4","Q4-1997",88.6891110907256,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-10","Oct-1997",92.5586476636839,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-11","Nov-1997",83.3918489546414,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1997-12","Dec-1997",90.1168366538516,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998","1998",90.133515690804,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-Q1","Q1-1998",89.3496009540409,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-01","Jan-1998",82.9715372234407,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-02","Feb-1998",88.5857010616207,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-03","Mar-1998",96.4915645770613,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-Q2","Q2-1998",91.6479722460825,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-04","Apr-1998",90.93744527191,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-05","May-1998",86.4641275612746,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-06","Jun-1998",97.5423439050629,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-Q3","Q3-1998",87.1679829206662,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-07","Jul-1998",85.7335857427592,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-08","Aug-1998",79.9693105720076,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-09","Sep-1998",95.8010524472317,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-Q4","Q4-1998",92.3685066424265,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-10","Oct-1998",94.6702137418585,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-11","Nov-1998",91.9882245999116,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1998-12","Dec-1998",90.4470815855092,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999","1999",92.4185437532837,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-Q1","Q1-1999",90.5404841924427,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-01","Jan-1999",82.3710918931541,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-02","Feb-1999",87.8851815096196,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-03","Mar-1999",101.365179174554,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-Q2","Q2-1999",92.5219537823886,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-04","Apr-1999",89.6464878117937,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-05","May-1999",87.8951889317911,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-06","Jun-1999",100.024184603581,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-Q3","Q3-1999",88.448932958611,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-07","Jul-1999",82.7313590913261,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-08","Aug-1999",84.7128286812719,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-09","Sep-1999",97.9026111032349,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-Q4","Q4-1999",98.1628040796924,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-10","Oct-1999",97.5423439050629,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-11","Nov-1999",97.7324849263204,,
"BEL-IMP-VOL-TOTAL","IMP-Total","1999-12","Dec-1999",99.213583407694,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000","2000",100,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-Q1","Q1-2000",101.231746878935,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-01","Jan-2000",90.0868143873373,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-02","Feb-2000",101.044941665068,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-03","Mar-2000",112.5634845844,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-Q2","Q2-2000",99.5104702654469,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-04","Apr-2000",91.5078683356823,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-05","May-2000",108.54050087148,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-06","Jun-2000",98.4830415891786,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-Q3","Q3-2000",94.2632452402198,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-07","Jul-2000",89.4163171018505,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-08","Aug-2000",92.8688777509986,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-09","Sep-2000",100.50454086781,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-Q4","Q4-2000",104.994537615398,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-10","Oct-2000",104.927821467588,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-11","Nov-2000",108.440426649765,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2000-12","Dec-2000",101.615364728841,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001","2001",99.6280574759613,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-Q1","Q1-2001",106.552359666753,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-01","Jan-2001",105.338125776618,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-02","Feb-2001",101.875557705298,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-03","Mar-2001",112.443395518343,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-Q2","Q2-2001",101.835528016612,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-04","Apr-2001",99.573850605866,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-05","May-2001",104.72767302416,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-06","Jun-2001",101.205060419811,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-Q3","Q3-2001",91.4178015361393,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-07","Jul-2001",89.8666510995655,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-08","Aug-2001",87.9051963539625,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-09","Sep-2001",96.4815571548899,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-Q4","Q4-2001",98.7065406843409,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-10","Oct-2001",103.336641342329,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-11","Nov-2001",100.384451801753,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2001-12","Dec-2001",92.3985289089408,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002","2002",100.116753258667,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-Q1","Q1-2002",98.6131380774074,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-01","Jan-2002",96.2613938671181,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-02","Feb-2002",96.4415274662041,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-03","Mar-2002",103.1364928989,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-Q2","Q2-2002",101.485268240612,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-04","Apr-2002",101.575335040155,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-05","May-2002",101.95561708267,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-06","Jun-2002",100.924852599011,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-Q3","Q3-2002",94.8503473409446,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-07","Jul-2002",95.6309262703171,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-08","Aug-2002",87.6650182218479,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-09","Sep-2002",101.255097530669,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-Q4","Q4-2002",105.518259375704,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-10","Oct-2002",110.882237659598,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-11","Nov-2002",101.175038153297,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2002-12","Dec-2002",104.497502314216,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003","2003",103.98462192793,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-Q1","Q1-2003",104.057175738673,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-01","Jan-2003",103.3466487645,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-02","Feb-2003",100.944867443354,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-03","Mar-2003",107.880011008164,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-Q2","Q2-2003",103.48008106012,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-04","Apr-2003",105.067925377989,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-05","May-2003",100.834785799468,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-06","Jun-2003",104.537532002902,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-Q3","Q3-2003",98.6631751882646,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-07","Jul-2003",100.694681889068,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-08","Aug-2003",87.9051963539625,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-09","Sep-2003",107.389647321764,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-Q4","Q4-2003",109.738055724662,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-10","Oct-2003",115.695807724062,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-11","Nov-2003",103.506767519243,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2003-12","Dec-2003",110.011591930682,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004","2004",111.250010424398,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-Q1","Q1-2004",111.489354604665,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-01","Jan-2004",104.507509736388,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-02","Feb-2004",106.769187147134,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-03","Mar-2004",123.191366930473,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-Q2","Q2-2004",111.86963664718,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-04","Apr-2004",109.501213399938,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-05","May-2004",101.535305351469,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-06","Jun-2004",124.572391190133,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-Q3","Q3-2004",105.898541418219,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-07","Jul-2004",101.565327617983,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-08","Aug-2004",100.534563134325,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-09","Sep-2004",115.595733502348,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-Q4","Q4-2004",115.742509027529,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-10","Oct-2004",113.454145157659,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-11","Nov-2004",115.485651858462,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2004-12","Dec-2004",118.287730066466,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005","2005",112.574325958419,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-Q1","Q1-2005",112.383350985314,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-01","Jan-2005",106.899283635363,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-02","Feb-2005",110.251770062797,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-03","Mar-2005",119.998999257783,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-Q2","Q2-2005",114.518267715222,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-04","Apr-2005",112.393358407486,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-05","May-2005",110.702104060512,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-06","Jun-2005",120.459340677669,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-Q3","Q3-2005",105.851840114752,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-07","Jul-2005",98.0126927471208,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-08","Aug-2005",103.096463210214,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-09","Sep-2005",116.44636438692,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-Q4","Q4-2005",117.543845018389,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-10","Oct-2005",108.590537982337,,
"BEL-IMP-VOL-TOTAL","IMP-Total","2005-11","Nov-2005",122.630951288873,,
