Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2018/10/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Belize,BLZ,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,28.56360841,30.89248998,24.41415563,21.3223317,24.82137612,24.43895126,23.26306634,27.26469904,34.51837356,41.14071327,40.30243035,48.87599516,52.26727397,53.58907161,49.57790214,49.06100869,48.73103611,54.59043347,56.297517,70.55481169,100,98.61030048,100.1361852,105.221959,99.12242555,113.0947613,125.9509123,130.531809,159.6685778,127.5340177,134.5932339,158.5451452,164.246995,176.9690175,191.5168798,195.8513091,184.8495711,
Bermuda,BMU,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,50.02197083,51.82051361,56.36343995,60.65746081,66.49630145,58.68621706,71.82492237,61.31395812,71.24097991,78.1023038,86.86144067,74.45266343,82.04391539,77.95631818,80.29208802,76.49513213,79.13769124,86.09179416,87.48261474,99.02642559,100,100.1390821,103.8942976,115.8553547,137.4130737,136.9958275,152.1557719,162.3087622,161.1961057,147.9833102,135.1877608,125.1738526,125.1738526,140.7510431,134.7705146,129.9026426,135.605007,
Bolivia,BOL,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,36.36661748,50.12297098,30.28365306,31.51882822,26.69836585,37.76028857,36.83663989,41.88118271,32.27305023,33.3879871,37.55806963,52.98682844,59.58900366,65.90697929,66.07640597,77.81603542,89.3589113,101.1586599,108.3784227,95.92282888,100,93.33224026,97.00382576,88.3154069,102.5773078,132.8536919,159.3557414,195.9707056,277.7159097,248.3979887,305.5280647,433.2578565,468.8354375,510.343171,574.8924414,524.7968519,463.4234027,
Brazil,BRA,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,42.57340463,41.06906815,35.93522143,28.65573379,25.9421291,24.444615,26.53397123,28.28050247,27.38335849,33.89959151,38.41754718,39.14242587,39.34488022,47.31325846,61.39586052,92.31658573,97.16557077,109.547569,103.424779,88.27383226,100,99.55425352,84.78817663,86.76385327,113.2840636,132.3730629,163.425427,215.9587983,310.9949662,227.9496003,326.6141684,404.076858,397.9973808,427.2567101,407.8155779,304.9493036,244.6561579,
Barbados,BRB,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,45.37459452,49.78443839,47.89974482,54.01903032,57.29259115,52.83421997,51.08230613,44.80299295,50.33865317,58.57592665,60.89347347,60.45240258,45.34656806,49.91566109,53.13567752,66.65870853,72.11132736,86.11219238,87.3491631,95.84793045,100,94.02707495,89.87500541,103.3692314,122.2222222,138.7872497,146.8241858,151.0470135,166.0990442,125.3774491,135.7566714,156.1270706,153.9419575,152.1499935,150.4374378,139.9673025,140.3053501,
Brunei Darussalam,BRN,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,46.52032,48.30892748,59.43089431,58.86178862,50.89430894,50,53.33333333,52.11382114,60.48780488,69.83739837,81.38211382,98.21138211,120.4878049,148.1300813,150.7317073,188.8888889,225.2935863,199.0063234,140.1987353,121.2285456,100,104.6973803,140.5600723,119.8735321,128.4552846,134.6883469,151.4168925,189.7672087,232.3274616,221.2214995,229.2492692,327.7973803,322.6943993,326.3265583,325.0894309,291.696206,241.2444341,
Bhutan,BTN,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,24.76417027,33.39597779,33.74489821,35.67432449,35.84172733,41.5606169,45.70946329,42.80508328,62.86292412,44.55101789,40.16049352,41.00747687,61.67205429,44.43163479,45.2470327,64.10388128,72.89440639,78.24315068,76.31335616,103.8652968,100,109.0182648,112.1809361,142.1141553,234.5890411,220.4863014,239.5125571,300.1746575,310.0861872,302.173516,487.3310502,595.5679224,565.8664384,518.9092466,532.010274,605.3481735,572.1746575,
Botswana,BWA,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,28.05603714,33.55354192,29.23604135,30.38862244,28.88545481,27.21329272,34.7405133,44.80500016,58.8592469,78.18788684,78.88581937,78.61482874,76.47809391,71.52410966,66.44738974,91.83565593,82.79577126,108.5084094,111.5651129,106.4156655,100,86.92936088,88.65929841,117.635752,155.284863,151.8981259,148.2845747,195.4245074,250.4131187,227.1998558,271.8311389,349.4479097,385.6457472,401.3467973,387.97351,348.3231831,294.9554079,
Central African Republic,CAF,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,69.36572523,81.03569719,105.4939137,57.84338029,74.37341859,96.44053888,142.7742255,174.55464,120.5446899,128.6047665,132.0223278,79.34674827,124.2349381,107.3463038,119.0145661,148.8008547,120.7982906,120.134188,125.1367521,112.0111111,100,91.45299145,102.5641026,100.8547009,129.2683761,149.5726496,173.1008547,212.7538462,256.4102564,230.7692308,256.4102564,264.957265,276.4735043,182.1709402,346.6059829,295.8102564,326.6188034,
Canada,CAN,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.65036891,71.47660329,82.05966222,84.18403615,89.95252841,100,92.85597562,92.94095058,100.0992736,114.3611762,131.7156771,146.6633031,159.404971,171.1798446,134.7780438,164.5123336,189.4124472,194.5828465,194.3709251,196.0918571,178.251541,170.1957978,
Central Europe and the Baltics,CEB,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1292187,94.79284061,91.97701744,97.05898397,96.77182072,100,101.915876,105.6567419,121.4708983,140.3267047,153.3836017,171.349751,195.3202082,222.4571697,188.2891119,213.6191103,252.3235273,358.6492093,389.6090941,334.1460868,306.7223678,327.3263013,
Channel Islands,CHI,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,31.32240425,38.80306043,21.55139621,16.67075517,19.30940391,16.59678395,18.56736838,23.7550791,28.59319616,39.08424829,41.83452926,44.34598427,55.02074868,60.16253134,63.86757586,85.90386444,103.735303,112.504863,107.4295409,86.3836777,100,94.17415925,92.347843,104.4047722,133.9667805,176.8776476,207.5197761,254.8402784,339.2593207,231.2912974,319.9157325,403.5990912,432.6606888,428.767966,393.6423338,337.6882186,317.8730332,
China,CHN,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,8.859098865,9.780358428,8.567531787,9.502696651,12.17713489,18.77082463,19.0604814,19.19909016,24.55329773,26.27346797,23.69898798,28.33971585,35.80059886,46.18470506,51.36254187,58.69551692,61.74585822,63.18837102,62.35112699,73.67569681,100,108.2342328,131.1726749,183.4293231,249.4085075,293.2811611,351.7229273,424.8951223,503.3094248,447.0292058,620.4880368,774.7991325,808.0938033,866.5697881,870.67735,746.3941624,705.6691731,
Cote d'Ivoire,CIV,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,124.5348222,99.21516215,90.77555303,76.57519246,62.32445238,72.82795605,85.55148911,93.29494498,86.59363719,87.89642639,87.33517364,87.57499677,97.94609809,88.07629373,79.83653722,118.6943382,113.461461,111.0313497,120.5020155,116.7373976,100,102.6457737,104.7061712,132.101043,189.9424053,236.2816705,234.4875699,269.2426735,317.6097038,280.3947974,316.2259262,270.7280548,393.5900822,502.9018623,450.3142862,405.6232827,404.8879645,
Cameroon,CMR,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,107.6308452,95.85128038,81.30902236,82.21917292,74.69145533,77.33525799,114.4385027,117.7338523,85.54071869,84.69505112,94.03232266,78.80157436,78.1077105,73.99960657,72.77039954,80.8153206,82.70258414,91.59968365,100.7663922,88.83619062,100,124.8290023,125.7726341,145.8180689,162.1902822,184.3452059,212.3488266,313.8589355,383.2596144,299.3814673,345.9949219,458.3623231,439.1303663,448.1863329,510.8561539,448.9736588,462.0646423,
"Congo, Dem. Rep.",COD,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,146.763285,137.294686,125.3140097,117.1980676,113.6231884,120.4830918,123.9613527,171.4009662,155.5555556,185.9903382,168.0193237,125.9903382,90.33816425,59.3236715,64.44444444,127.562976,159.4903339,112.7709432,161.3942589,83.18687756,100,115.6268307,158.2454599,218.8927944,300.4393673,394.0246046,423.4915056,497.9496192,629.7598125,571.1775044,659.0509666,805.506737,893.3801992,922.6713533,951.9625073,908.0257762,827.2430911,
"Congo, Rep.",COG,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,78.54643357,63.3634965,107.2121678,90.64237762,86.40657343,83.64811189,83.45706294,136.9923077,155.6405594,144.0153846,86.82573427,83.13272727,63.13188811,81.39272727,88.26979021,143.98,333.5010753,199.2021505,146.2806452,181.752043,100,146.6666667,145.1612903,178.7096774,208.383871,280.3410753,432.8713978,544.0860215,655.9139785,623.655914,860.2150538,1076.667957,1179.636989,1343.846667,1411.552043,1178.768817,1064.822581,
Colombia,COL,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,41.06666204,45.07227788,47.49020695,43.01487156,38.97719,35.88674732,33.46535168,37.45536798,43.3476618,43.36759455,48.4409124,42.51828613,56.4738101,85.20383402,102.9821125,120.0580665,118.5908047,133.2729558,126.8336439,92.37422542,100,111.2276292,110.1624995,120.3665988,145.1289162,183.7708541,226.7393595,285.106773,343.795268,285.112207,350.8736464,470.0140327,511.7448889,514.7714174,554.914417,468.4976383,389.0442197,
